108,17,AL505,4, 
109,2,AC220,2, 
110,46,AB950,4, 
111,42,DA291,5, 
112,20,AL653,0, 
113,13,AAR197,0, 
114,30,KLM688,2, 
115,13,KLM688,5, 
116,43,KLM688,1, 
117,34,KLM688,5, 
118,25,KLM688,3, 
119,7,KLM688,2, 
120,3,KLM688,4, 
121,19,KLM688,5, 
122,0,KLM688,4, 
123,21,KLM688,4, 
124,6,KLM688,0, 
125,9,KLM688,5, 
126,13,KLM688,3, 
127,12,KLM688,5, 
128,45,KLM688,1, 
129,34,KLM688,1, 
130,208,KLM688,4, 
131,214,KLM688,0, 
132,200,KLM688,5, 
133,211,KLM688,2, 
134,207,KLM688,4, 
135,207,AAR520,3, 
136,207,JGA207,3, 
137,201,KLM256,3, 
138,213,CA893,3, 
139,204,SCR724,5, 
140,213,AVA627,1, 
141,203,AKA444,2, 
142,213,TRA183,1, 
143,208,AH987,1, 
144,207,AGA628,1, 
145,204,LH591,1, 
146,204,JGA305,5, 
147,210,TRA718,5, 
148,203,AB808,5, 
149,206,TRA794,5, 
150,207,AB283,3, 
151,214,CA239,3, 
152,214,AM228,2, 
153,200,ARM284,2, 
154,213,TRA794,2, 
155,209,TRA183,1, 
156,212,AH987,3, 
157,213,AGA628,5, 
158,213,LH591,0, 
159,205,JGA305,3, 
160,200,TRA718,5, 
161,211,AB808,2, 
162,203,TRA794,3, 
163,214,AB283,1, 
164,210,CA239,0, 
165,211,AM228,4, 
166,205,AAS219,2, 
167,206,ALT668,5, 
168,213,AC265,0, 
169,205,UA332,5, 
170,204,AM157,1, 
171,213,CA504,4, 
172,214,ADA761,2, 
173,211,ASA671,3, 
174,213,DA805,2, 
175,211,AA230,5, 
176,212,JGA238,5, 
177,201,AL343,0, 
178,206,AAR271,2, 
179,203,AGA361,1, 
180,208,JGA814,3, 
181,201,ACR670,1, 
182,202,AAS605,4, 
183,205,AL425,4, 
184,206,AAS739,5, 
185,203,SAA560,4, 
186,200,TRA994,4, 
187,213,IB519,5, 
188,202,AGA479,2, 
189,202,AA480,2, 
190,203,SAA162,1, 
191,200,AMA1000,2, 
192,208,LH609,1, 
193,212,AGA361,1, 
194,213,JGA814,3, 
195,211,ACR670,1, 
196,209,AAS605,1, 
197,210,AL425,3, 
198,212,AAS739,1, 
199,208,SAA560,3, 
200,209,TRA994,5, 
201,202,IB519,3, 
202,213,AGA479,2, 
203,201,AA480,3, 
204,213,SAA162,3, 
205,210,AMA1000,5, 
206,213,LH609,5, 
207,203,ALT650,1, 
208,200,AAE602,2, 
209,205,AF360,1, 
210,208,ASA514,3, 
211,205,ANZ746,3, 
212,205,AB242,0, 
213,207,EA293,3, 
214,200,KLM170,2, 
215,207,AC257,0, 
216,209,AL321,3, 
217,209,ALT650,4, 
218,214,AAE602,3, 
219,207,AF360,2, 
220,205,ASA514,1, 
221,201,ANZ746,3, 
222,204,AB242,4, 
223,205,EA293,3, 
224,214,KLM170,5, 
225,208,AC257,3, 
226,211,AL321,4, 
227,206,KLM161,4, 
228,213,JB170,0, 
229,200,IB647,5, 
230,209,KLM161,1, 
231,158,JB170,4, 
232,165,IB647,0, 
233,170,KLM161,1, 
234,219,JB170,1, 
235,183,IB647,4, 
236,179,KLM161,1, 
237,200,JB170,5, 
238,187,IB647,1, 
239,215,KLM161,1, 
240,206,JB170,2, 
241,184,IB647,0, 
242,194,KLM161,4, 
243,169,JB170,3, 
244,207,IB647,2, 
245,198,KLM161,2, 
246,177,JB170,4, 
247,180,IB647,5, 
248,204,IB647,0, 
249,162,AVA627,0, 
250,210,AKA444,4, 
251,215,JGA921,0, 
252,212,EA985,1, 
253,211,AJ132,5, 
254,215,JGA246,1, 
255,195,AJ544,1, 
256,196,BA402,5, 
257,181,ASA395,4, 
258,183,VA841,0, 
259,193,VGA973,0, 
260,163,VGA102,1, 
261,206,AI545,2, 
262,155,AF257,2, 
263,185,AVA627,2, 
264,207,AKA444,3, 
265,183,JGA921,2, 
266,192,EA985,1, 
267,150,AJ132,5, 
268,215,JGA246,4, 
269,172,AJ544,5, 
270,185,BA402,1, 
271,157,ASA395,3, 
272,169,VA841,2, 
273,168,VGA973,3, 
274,153,VGA102,1, 
275,156,AI545,4, 
276,194,AF257,0, 
277,200,AVA627,0, 
278,152,AKA444,2, 
279,202,JGA921,4, 
280,219,EA985,5, 
281,170,AJ132,1, 
282,198,JGA246,3, 
283,170,AJ544,2, 
284,167,BA402,2, 
285,213,ASA395,4, 
286,164,VA841,5, 
287,193,VGA973,0, 
288,177,VGA102,3, 
289,189,AI545,5, 
290,160,AF257,4, 
291,150,KLM191,4, 
292,151,KLM191,3, 
293,157,KLM191,2, 
294,218,KLM191,0, 
295,208,KLM191,0, 
296,166,KLM191,0, 
297,196,KLM191,3, 
298,164,KLM191,4, 
299,209,KLM191,2, 
300,205,KLM191,3, 
301,205,KLM191,1, 
302,220,KLM191,3, 
303,206,KLM191,3, 
304,199,KLM191,5, 
305,158,KLM191,2, 
306,212,AL657,2, 
307,189,AL657,3, 
308,208,AL657,5, 
309,104,AL657,3, 
310,95,AL657,5, 
311,120,AL657,1, 
312,92,AL657,4, 
313,94,AL657,4, 
314,109,AL657,5, 
315,112,AL657,5, 
316,108,AL657,1, 
317,111,AL657,3, 
318,110,AL657,3, 
319,109,AL657,1, 
320,101,AL657,4, 
321,100,AL657,1, 
322,100,CUB680,1, 
323,113,CUB680,0, 
324,111,CUB680,2, 
325,97,CUB680,3, 
326,93,CUB680,5, 
327,94,CUB680,4, 
328,119,CUB680,2, 
329,108,CUB680,0, 
330,99,CUB680,4, 
331,99,CUB680,4, 
332,102,CUB680,3, 
333,116,TRA124,1, 
334,104,TRA124,5, 
335,114,TRA124,1, 
336,109,TRA124,3, 
337,111,TRA124,5, 
338,105,TRA124,5, 
339,92,TRA124,1, 
340,98,TRA124,4, 
341,113,TRA124,4, 
342,110,TRA124,1, 
343,93,TRA124,0, 
344,102,TRA124,3, 
345,103,TRA124,0, 
346,107,TRA124,3, 
347,93,TRA124,4, 
348,111,TRA124,5, 
349,117,TRA124,3, 
350,96,TRA124,3, 
351,110,TRA124,2, 
352,92,TRA124,3, 
353,113,TRA124,3, 
354,92,TRA124,4, 
355,97,TRA124,3, 
356,111,TRA124,2, 
357,113,TRA124,1, 
358,118,TRA124,2, 
359,100,TRA124,1, 
360,100,TRA124,3, 
361,104,TRA124,5, 
362,91,TRA124,4, 
363,101,TRA124,4, 
364,98,TRA124,5, 
365,100,TRA124,0, 
366,99,HW158,0, 
367,112,HW158,1, 
368,114,HW158,1, 
369,118,HW158,0, 
370,118,HW158,1, 
371,101,HW158,5, 
372,109,HW158,3, 
373,103,HW158,0, 
374,92,HW158,5, 
375,99,HW158,4, 
376,102,HW158,2, 
377,93,HW158,3, 
378,101,HW158,0, 
379,103,HW158,5, 
380,118,HW158,5, 
381,94,HW158,1, 
382,114,HW158,1, 
383,95,HW158,0, 
384,107,HW158,0, 
385,97,HW158,3, 
386,107,HW158,0, 
387,100,HW158,0, 
388,103,HW158,4, 
389,114,HW158,4, 
390,112,HW158,1, 
391,93,AJ236,5, 
392,105,AJ236,4, 
393,108,AJ236,2, 
394,110,AJ236,1, 
395,96,AJ236,3, 
396,116,AJ236,5, 
397,104,AJ236,4, 
398,111,AJ236,4, 
399,94,AJ236,5, 
400,110,AJ236,4, 
401,109,AJ236,4, 
402,109,AJ236,4, 
403,92,AJ236,5, 
404,96,AJ236,2, 
405,92,AJ236,1, 
406,118,AJ236,3, 
407,96,CA108,5, 
408,91,CA108,1, 
409,109,CA108,0, 
410,109,CA108,2, 
411,98,CA108,3, 
412,118,CA108,0, 
413,111,CA108,0, 
414,91,CA108,4, 
415,107,CA108,2, 
416,92,CA108,0, 
417,103,CA108,1, 
418,94,CA108,0, 
419,116,CA108,4, 
420,112,CA108,5, 
421,100,CA108,0, 
422,120,CA108,5, 
423,90,CA108,4, 
424,101,CA108,1, 
425,113,CA108,0, 
426,118,CA108,3, 
427,102,CA108,0, 
428,95,CA108,2, 
429,110,CA108,5, 
430,116,CA108,0, 
431,114,CA108,5, 
432,119,CA108,1, 
